2020-06-19 14:49:28,272 - TestValue - INFO - {'Test_ID': 2, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 14:49:26', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121858.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.4, 'top1': 160, 'top2': 0, 'top3': 7, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121858.jpg'}
2020-06-19 14:49:32,530 - TestValue - INFO - {'Test_ID': 12, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 14:49:31', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121906.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.356, 'top1': 0, 'top2': 288, 'top3': 112, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121906.jpg'}
2020-06-19 14:49:33,896 - TestValue - INFO - {'Test_ID': 14, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 14:49:32', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121907.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.387, 'top1': 0, 'top2': 112, 'top3': 289, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121907.jpg'}
2020-06-19 14:49:33,907 - TestValue - INFO - {'Test_ID': 13, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 14:49:32', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121906_1.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.405, 'top1': 0, 'top2': 112, 'top3': 288, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121906_1.jpg'}
2020-06-19 14:49:33,915 - TestValue - INFO - {'Test_ID': 15, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 14:49:32', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121908.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.384, 'top1': 0, 'top2': 160, 'top3': 289, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121908.jpg'}
2020-06-19 14:49:35,298 - TestValue - INFO - {'Test_ID': 17, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 14:49:33', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121917_1.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.388, 'top1': 178, 'top2': 0, 'top3': 170, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121917_1.jpg'}
2020-06-19 14:49:35,311 - TestValue - INFO - {'Test_ID': 16, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 14:49:33', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121917.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.411, 'top1': 178, 'top2': 0, 'top3': 288, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121917.jpg'}
2020-06-19 14:49:35,317 - TestValue - INFO - {'Test_ID': 18, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 14:49:33', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121918.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.4, 'top1': 0, 'top2': 288, 'top3': 178, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121918.jpg'}
2020-06-19 14:49:36,700 - TestValue - INFO - {'Test_ID': 19, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 14:49:35', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121918_1.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.4, 'top1': 0, 'top2': 170, 'top3': 288, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121918_1.jpg'}
2020-06-19 14:49:36,713 - TestValue - INFO - {'Test_ID': 21, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 14:49:35', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121920.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.392, 'top1': 0, 'top2': 288, 'top3': 235, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121920.jpg'}
2020-06-19 14:49:36,718 - TestValue - INFO - {'Test_ID': 20, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 14:49:35', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121919.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.405, 'top1': 0, 'top2': 288, 'top3': 170, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121919.jpg'}
