2020-06-19 15:27:09,520 - TestValue - INFO - {'Test_ID': 87, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:07', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110950_1.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.437, 'top1': 1, 'top2': 141, 'top3': 6, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110950_1.jpg'}
2020-06-19 15:27:15,658 - TestValue - INFO - {'Test_ID': 97, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:13', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111154.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.325, 'top1': 1, 'top2': 205, 'top3': 141, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111154.jpg'}
2020-06-19 15:27:15,798 - TestValue - INFO - {'Test_ID': 98, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:14', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111154_1.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.307, 'top1': 1, 'top2': 205, 'top3': 141, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111154_1.jpg'}
2020-06-19 15:27:16,345 - TestValue - INFO - {'Test_ID': 99, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:14', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111154_2.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.321, 'top1': 1, 'top2': 205, 'top3': 138, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111154_2.jpg'}
2020-06-19 15:27:17,230 - TestValue - INFO - {'Test_ID': 100, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:15', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111156.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.324, 'top1': 1, 'top2': 205, 'top3': 99, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111156.jpg'}
2020-06-19 15:27:17,563 - TestValue - INFO - {'Test_ID': 101, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:15', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111157.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.301, 'top1': 1, 'top2': 205, 'top3': 138, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111157.jpg'}
2020-06-19 15:27:17,757 - TestValue - INFO - {'Test_ID': 102, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:16', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111158.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.312, 'top1': 1, 'top2': 141, 'top3': 137, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111158.jpg'}
2020-06-19 15:27:18,765 - TestValue - INFO - {'Test_ID': 103, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:17', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111158_1.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.312, 'top1': 1, 'top2': 205, 'top3': 137, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111158_1.jpg'}
2020-06-19 15:27:19,495 - TestValue - INFO - {'Test_ID': 104, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:17', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111200.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.301, 'top1': 1, 'top2': 137, 'top3': 138, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111200.jpg'}
2020-06-19 15:27:19,704 - TestValue - INFO - {'Test_ID': 105, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:17', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111201.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.31, 'top1': 1, 'top2': 137, 'top3': 141, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111201.jpg'}
2020-06-19 15:27:20,421 - TestValue - INFO - {'Test_ID': 106, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:18', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111202.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.292, 'top1': 1, 'top2': 6, 'top3': 144, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111202.jpg'}
2020-06-19 15:27:20,900 - TestValue - INFO - {'Test_ID': 107, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:19', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111203.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.304, 'top1': 1, 'top2': 205, 'top3': 6, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111203.jpg'}
2020-06-19 15:27:21,538 - TestValue - INFO - {'Test_ID': 108, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:19', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111204.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.313, 'top1': 1, 'top2': 137, 'top3': 141, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111204.jpg'}
2020-06-19 15:27:21,875 - TestValue - INFO - {'Test_ID': 109, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:20', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111205.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.311, 'top1': 1, 'top2': 205, 'top3': 137, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111205.jpg'}
2020-06-19 15:27:22,414 - TestValue - INFO - {'Test_ID': 110, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:20', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111207.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.305, 'top1': 1, 'top2': 205, 'top3': 6, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111207.jpg'}
2020-06-19 15:27:23,389 - TestValue - INFO - {'Test_ID': 111, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:21', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111208.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.327, 'top1': 1, 'top2': 205, 'top3': 137, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111208.jpg'}
2020-06-19 15:27:23,709 - TestValue - INFO - {'Test_ID': 112, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:21', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111208_1.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.289, 'top1': 1, 'top2': 205, 'top3': 137, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111208_1.jpg'}
2020-06-19 15:27:24,042 - TestValue - INFO - {'Test_ID': 113, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:22', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111210.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.315, 'top1': 1, 'top2': 205, 'top3': 99, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111210.jpg'}
2020-06-19 15:27:25,067 - TestValue - INFO - {'Test_ID': 114, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:23', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111211.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.31, 'top1': 1, 'top2': 205, 'top3': 99, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111211.jpg'}
2020-06-19 15:27:25,597 - TestValue - INFO - {'Test_ID': 115, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:23', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111212.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.303, 'top1': 1, 'top2': 205, 'top3': 186, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111212.jpg'}
2020-06-19 15:27:25,710 - TestValue - INFO - {'Test_ID': 116, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:24', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111213.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.297, 'top1': 1, 'top2': 205, 'top3': 185, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111213.jpg'}
2020-06-19 15:27:26,530 - TestValue - INFO - {'Test_ID': 117, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:25', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111214.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.298, 'top1': 1, 'top2': 205, 'top3': 107, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111214.jpg'}
2020-06-19 15:27:27,200 - TestValue - INFO - {'Test_ID': 118, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:25', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111221.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.31, 'top1': 1, 'top2': 205, 'top3': 107, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111221.jpg'}
2020-06-19 15:27:27,523 - TestValue - INFO - {'Test_ID': 119, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:25', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111222.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.305, 'top1': 1, 'top2': 205, 'top3': 107, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111222.jpg'}
2020-06-19 15:27:28,840 - TestValue - INFO - {'Test_ID': 120, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:26', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111232.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.329, 'top1': 1, 'top2': 138, 'top3': 141, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111232.jpg'}
2020-06-19 15:27:29,358 - TestValue - INFO - {'Test_ID': 121, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:27', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111233.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.312, 'top1': 1, 'top2': 141, 'top3': 138, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111233.jpg'}
2020-06-19 15:27:29,857 - TestValue - INFO - {'Test_ID': 122, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:27', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111233_1.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.278, 'top1': 1, 'top2': 138, 'top3': 205, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111233_1.jpg'}
2020-06-19 15:27:30,570 - TestValue - INFO - {'Test_ID': 123, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:28', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111234.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.299, 'top1': 1, 'top2': 138, 'top3': 141, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111234.jpg'}
2020-06-19 15:27:30,924 - TestValue - INFO - {'Test_ID': 124, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:29', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111234_1.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.29, 'top1': 1, 'top2': 138, 'top3': 141, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111234_1.jpg'}
2020-06-19 15:27:31,683 - TestValue - INFO - {'Test_ID': 125, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:29', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111235.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.32, 'top1': 1, 'top2': 141, 'top3': 138, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111235.jpg'}
2020-06-19 15:27:32,325 - TestValue - INFO - {'Test_ID': 126, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:30', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111236.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.32, 'top1': 1, 'top2': 205, 'top3': 141, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111236.jpg'}
2020-06-19 15:27:32,508 - TestValue - INFO - {'Test_ID': 127, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:30', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111236_1.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.292, 'top1': 1, 'top2': 205, 'top3': 137, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111236_1.jpg'}
2020-06-19 15:27:33,550 - TestValue - INFO - {'Test_ID': 128, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:31', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111237.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.312, 'top1': 1, 'top2': 205, 'top3': 58, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111237.jpg'}
2020-06-19 15:27:33,787 - TestValue - INFO - {'Test_ID': 129, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:32', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111238.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.308, 'top1': 1, 'top2': 205, 'top3': 141, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111238.jpg'}
2020-06-19 15:27:34,034 - TestValue - INFO - {'Test_ID': 130, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:32', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111239.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.279, 'top1': 1, 'top2': 141, 'top3': 205, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111239.jpg'}
2020-06-19 15:27:34,971 - TestValue - INFO - {'Test_ID': 131, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:27:33', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111240.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.295, 'top1': 1, 'top2': 205, 'top3': 141, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111240.jpg'}
