2020-06-19 15:19:30,114 - TestValue - INFO - {'Test_ID': 52, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:28', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_122027.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.38, 'top1': 0, 'top2': 269, 'top3': 288, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_122027.jpg'}
2020-06-19 15:19:35,671 - TestValue - INFO - {'Test_ID': 62, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:34', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110918.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.299, 'top1': 1, 'top2': 138, 'top3': 141, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110918.jpg'}
2020-06-19 15:19:36,804 - TestValue - INFO - {'Test_ID': 63, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:35', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110919.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.408, 'top1': 1, 'top2': 59, 'top3': 6, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110919.jpg'}
2020-06-19 15:19:37,138 - TestValue - INFO - {'Test_ID': 64, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:35', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110919_1.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.331, 'top1': 1, 'top2': 141, 'top3': 138, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110919_1.jpg'}
2020-06-19 15:19:37,513 - TestValue - INFO - {'Test_ID': 65, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:35', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110920.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.335, 'top1': 1, 'top2': 205, 'top3': 141, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110920.jpg'}
2020-06-19 15:19:38,288 - TestValue - INFO - {'Test_ID': 66, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:36', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110920_1.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.284, 'top1': 1, 'top2': 141, 'top3': 205, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110920_1.jpg'}
2020-06-19 15:19:38,680 - TestValue - INFO - {'Test_ID': 67, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:37', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110921.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.469, 'top1': 1, 'top2': 205, 'top3': 141, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110921.jpg'}
2020-06-19 15:19:39,088 - TestValue - INFO - {'Test_ID': 68, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:37', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110923.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.457, 'top1': 1, 'top2': 205, 'top3': 137, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110923.jpg'}
2020-06-19 15:19:39,789 - TestValue - INFO - {'Test_ID': 69, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:38', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110924.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.314, 'top1': 1, 'top2': 137, 'top3': 205, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110924.jpg'}
2020-06-19 15:19:40,243 - TestValue - INFO - {'Test_ID': 70, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:38', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110924_1.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.313, 'top1': 1, 'top2': 205, 'top3': 137, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110924_1.jpg'}
2020-06-19 15:19:40,772 - TestValue - INFO - {'Test_ID': 71, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:39', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110933.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.367, 'top1': 1, 'top2': 99, 'top3': 205, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110933.jpg'}
2020-06-19 15:19:41,501 - TestValue - INFO - {'Test_ID': 72, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:39', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110937.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.3, 'top1': 1, 'top2': 205, 'top3': 141, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110937.jpg'}
2020-06-19 15:19:41,789 - TestValue - INFO - {'Test_ID': 73, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:40', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110938.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.346, 'top1': 1, 'top2': 205, 'top3': 141, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110938.jpg'}
2020-06-19 15:19:42,231 - TestValue - INFO - {'Test_ID': 74, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:40', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110938_1.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.307, 'top1': 1, 'top2': 205, 'top3': 141, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110938_1.jpg'}
2020-06-19 15:19:43,331 - TestValue - INFO - {'Test_ID': 75, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:41', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110939.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.38, 'top1': 1, 'top2': 205, 'top3': 141, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110939.jpg'}
2020-06-19 15:19:43,714 - TestValue - INFO - {'Test_ID': 76, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:41', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110940.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.311, 'top1': 1, 'top2': 205, 'top3': 141, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110940.jpg'}
2020-06-19 15:19:44,348 - TestValue - INFO - {'Test_ID': 77, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:42', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110940_1.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.367, 'top1': 1, 'top2': 137, 'top3': 205, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110940_1.jpg'}
2020-06-19 15:19:45,083 - TestValue - INFO - {'Test_ID': 78, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:43', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110941.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.39, 'top1': 1, 'top2': 137, 'top3': 138, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110941.jpg'}
2020-06-19 15:19:45,415 - TestValue - INFO - {'Test_ID': 79, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:43', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110941_1.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.46, 'top1': 1, 'top2': 141, 'top3': 205, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110941_1.jpg'}
2020-06-19 15:19:45,766 - TestValue - INFO - {'Test_ID': 80, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:44', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110942.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.322, 'top1': 1, 'top2': 137, 'top3': 141, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110942.jpg'}
2020-06-19 15:19:46,574 - TestValue - INFO - {'Test_ID': 81, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:45', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110943.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.294, 'top1': 1, 'top2': 137, 'top3': 205, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110943.jpg'}
2020-06-19 15:19:46,937 - TestValue - INFO - {'Test_ID': 82, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:45', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110944.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.296, 'top1': 1, 'top2': 138, 'top3': 141, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110944.jpg'}
2020-06-19 15:19:47,199 - TestValue - INFO - {'Test_ID': 83, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:45', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110945.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.338, 'top1': 1, 'top2': 141, 'top3': 59, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110945.jpg'}
2020-06-19 15:19:48,100 - TestValue - INFO - {'Test_ID': 84, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:46', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110946.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.306, 'top1': 1, 'top2': 59, 'top3': 141, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110946.jpg'}
2020-06-19 15:19:48,450 - TestValue - INFO - {'Test_ID': 85, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:46', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110947.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.302, 'top1': 1, 'top2': 6, 'top3': 59, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110947.jpg'}
2020-06-19 15:19:48,716 - TestValue - INFO - {'Test_ID': 86, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:47', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110950.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.292, 'top1': 1, 'top2': 141, 'top3': 205, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110950.jpg'}
2020-06-19 15:19:49,624 - TestValue - INFO - {'Test_ID': 87, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:48', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110950_1.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.327, 'top1': 1, 'top2': 141, 'top3': 6, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110950_1.jpg'}
2020-06-19 15:19:50,335 - TestValue - INFO - {'Test_ID': 88, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:48', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110951.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.286, 'top1': 1, 'top2': 141, 'top3': 6, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110951.jpg'}
2020-06-19 15:19:50,739 - TestValue - INFO - {'Test_ID': 89, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:48', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110952.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.364, 'top1': 1, 'top2': 141, 'top3': 6, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110952.jpg'}
2020-06-19 15:19:51,067 - TestValue - INFO - {'Test_ID': 90, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:49', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110953.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.327, 'top1': 1, 'top2': 141, 'top3': 205, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110953.jpg'}
2020-06-19 15:19:52,050 - TestValue - INFO - {'Test_ID': 91, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:50', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110954.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.508, 'top1': 1, 'top2': 141, 'top3': 138, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110954.jpg'}
2020-06-19 15:19:52,250 - TestValue - INFO - {'Test_ID': 92, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:50', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_110956.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.346, 'top1': 1, 'top2': 141, 'top3': 99, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_110956.jpg'}
2020-06-19 15:19:52,600 - TestValue - INFO - {'Test_ID': 93, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:51', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111152.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.326, 'top1': 1, 'top2': 138, 'top3': 137, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111152.jpg'}
2020-06-19 15:19:53,492 - TestValue - INFO - {'Test_ID': 94, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:52', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111152_1.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.327, 'top1': 1, 'top2': 205, 'top3': 138, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111152_1.jpg'}
2020-06-19 15:19:53,668 - TestValue - INFO - {'Test_ID': 95, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:52', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111153.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.336, 'top1': 1, 'top2': 205, 'top3': 99, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111153.jpg'}
2020-06-19 15:19:54,027 - TestValue - INFO - {'Test_ID': 96, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:19:52', 'Cultural_Name': '汉代釉陶望楼', 'Test_Chart': 'IMG_20190807_111153_1.jpg', 'Code': 1, 'Expected_Value': 1, 'TimeConsuming': 1.31, 'top1': 1, 'top2': 205, 'top3': 141, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/1/IMG_20190807_111153_1.jpg'}
