2020-06-19 15:25:06,785 - TestValue - INFO - {'Test_ID': 2, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:05', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121858.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.378, 'top1': 160, 'top2': 0, 'top3': 7, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121858.jpg'}
2020-06-19 15:25:12,717 - TestValue - INFO - {'Test_ID': 12, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:11', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121906.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.31, 'top1': 0, 'top2': 288, 'top3': 112, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121906.jpg'}
2020-06-19 15:25:13,318 - TestValue - INFO - {'Test_ID': 13, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:11', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121906_1.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.319, 'top1': 0, 'top2': 112, 'top3': 288, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121906_1.jpg'}
2020-06-19 15:25:14,485 - TestValue - INFO - {'Test_ID': 14, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:12', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121907.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.319, 'top1': 0, 'top2': 112, 'top3': 289, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121907.jpg'}
2020-06-19 15:25:14,744 - TestValue - INFO - {'Test_ID': 15, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:12', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121908.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.311, 'top1': 0, 'top2': 160, 'top3': 289, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121908.jpg'}
2020-06-19 15:25:15,186 - TestValue - INFO - {'Test_ID': 16, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:13', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121917.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.322, 'top1': 178, 'top2': 0, 'top3': 288, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121917.jpg'}
2020-06-19 15:25:16,103 - TestValue - INFO - {'Test_ID': 17, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:14', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121917_1.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.328, 'top1': 178, 'top2': 0, 'top3': 170, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121917_1.jpg'}
2020-06-19 15:25:16,527 - TestValue - INFO - {'Test_ID': 18, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:14', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121918.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.31, 'top1': 0, 'top2': 288, 'top3': 178, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121918.jpg'}
2020-06-19 15:25:16,852 - TestValue - INFO - {'Test_ID': 19, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:15', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121918_1.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.383, 'top1': 0, 'top2': 170, 'top3': 288, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121918_1.jpg'}
2020-06-19 15:25:17,710 - TestValue - INFO - {'Test_ID': 20, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:16', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121919.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.418, 'top1': 0, 'top2': 288, 'top3': 170, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121919.jpg'}
2020-06-19 15:25:18,370 - TestValue - INFO - {'Test_ID': 21, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:16', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121920.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.385, 'top1': 0, 'top2': 288, 'top3': 235, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121920.jpg'}
2020-06-19 15:25:18,746 - TestValue - INFO - {'Test_ID': 22, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:16', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121920_1.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.451, 'top1': 0, 'top2': 235, 'top3': 288, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121920_1.jpg'}
2020-06-19 15:25:19,570 - TestValue - INFO - {'Test_ID': 23, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:17', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121921.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.31, 'top1': 0, 'top2': 235, 'top3': 119, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121921.jpg'}
2020-06-19 15:25:19,945 - TestValue - INFO - {'Test_ID': 24, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:18', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121927.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.302, 'top1': 175, 'top2': 245, 'top3': 235, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121927.jpg'}
2020-06-19 15:25:20,395 - TestValue - INFO - {'Test_ID': 25, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:18', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121927_1.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.304, 'top1': 175, 'top2': 245, 'top3': 289, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121927_1.jpg'}
2020-06-19 15:25:21,415 - TestValue - INFO - {'Test_ID': 26, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:19', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121934.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.338, 'top1': 175, 'top2': 245, 'top3': 289, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121934.jpg'}
2020-06-19 15:25:21,597 - TestValue - INFO - {'Test_ID': 27, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:19', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121934_1.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.297, 'top1': 175, 'top2': 245, 'top3': 289, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121934_1.jpg'}
2020-06-19 15:25:22,281 - TestValue - INFO - {'Test_ID': 28, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:20', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121936.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.309, 'top1': 175, 'top2': 245, 'top3': 289, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121936.jpg'}
2020-06-19 15:25:23,289 - TestValue - INFO - {'Test_ID': 29, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:21', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121945.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.433, 'top1': 0, 'top2': 267, 'top3': 274, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121945.jpg'}
2020-06-19 15:25:23,696 - TestValue - INFO - {'Test_ID': 30, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:21', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121946.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.321, 'top1': 0, 'top2': 267, 'top3': 274, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121946.jpg'}
2020-06-19 15:25:49,754 - TestValue - INFO - {'Test_ID': 31, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:48', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_121947.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.403, 'top1': 0, 'top2': 288, 'top3': 287, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_121947.jpg'}
2020-06-19 15:25:49,869 - TestValue - INFO - {'Test_ID': 32, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:48', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_122014.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.412, 'top1': 269, 'top2': 288, 'top3': 0, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_122014.jpg'}
2020-06-19 15:25:50,295 - TestValue - INFO - {'Test_ID': 33, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:48', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_122015.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.421, 'top1': 269, 'top2': 0, 'top3': 288, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_122015.jpg'}
2020-06-19 15:25:51,262 - TestValue - INFO - {'Test_ID': 34, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:49', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_122015_1.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.308, 'top1': 269, 'top2': 143, 'top3': 288, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_122015_1.jpg'}
2020-06-19 15:25:51,512 - TestValue - INFO - {'Test_ID': 35, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:49', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_122016.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.285, 'top1': 269, 'top2': 0, 'top3': 288, 'Result': 'FAIL', 'Color': 'ffc7ce_9c0006', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_122016.jpg'}
2020-06-19 15:25:51,757 - TestValue - INFO - {'Test_ID': 36, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:50', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_122017.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.302, 'top1': 0, 'top2': 269, 'top3': 288, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_122017.jpg'}
2020-06-19 15:25:52,774 - TestValue - INFO - {'Test_ID': 37, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:51', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_122017_1.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.317, 'top1': 0, 'top2': 269, 'top3': 119, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_122017_1.jpg'}
2020-06-19 15:25:52,957 - TestValue - INFO - {'Test_ID': 38, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:51', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_122018.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.312, 'top1': 0, 'top2': 269, 'top3': 119, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_122018.jpg'}
2020-06-19 15:25:53,354 - TestValue - INFO - {'Test_ID': 39, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:51', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_122018_1.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.31, 'top1': 0, 'top2': 269, 'top3': 257, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_122018_1.jpg'}
2020-06-19 15:25:54,608 - TestValue - INFO - {'Test_ID': 40, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:52', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_122019.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.329, 'top1': 0, 'top2': 269, 'top3': 160, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_122019.jpg'}
2020-06-19 15:25:54,858 - TestValue - INFO - {'Test_ID': 41, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:52', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_122020.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.298, 'top1': 0, 'top2': 267, 'top3': 160, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_122020.jpg'}
2020-06-19 15:25:55,590 - TestValue - INFO - {'Test_ID': 42, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:53', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_122020_1.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.304, 'top1': 0, 'top2': 160, 'top3': 289, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_122020_1.jpg'}
2020-06-19 15:25:56,198 - TestValue - INFO - {'Test_ID': 43, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:54', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_122021.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.303, 'top1': 0, 'top2': 289, 'top3': 269, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_122021.jpg'}
2020-06-19 15:25:56,655 - TestValue - INFO - {'Test_ID': 44, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:54', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_122021_1.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.29, 'top1': 0, 'top2': 289, 'top3': 119, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_122021_1.jpg'}
2020-06-19 15:25:57,673 - TestValue - INFO - {'Test_ID': 45, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:55', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_122022.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.326, 'top1': 0, 'top2': 267, 'top3': 289, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_122022.jpg'}
2020-06-19 15:25:57,892 - TestValue - INFO - {'Test_ID': 46, 'Test_Batch': '20200619_1', 'Test_Version': 'v1.0_201912181512', 'Test_Time': '2020/06/19 15:25:56', 'Cultural_Name': '人物车马俑', 'Test_Chart': 'IMG_20190807_122022_1.jpg', 'Code': 0, 'Expected_Value': 0, 'TimeConsuming': 1.299, 'top1': 0, 'top2': 267, 'top3': 289, 'Result': 'PASS', 'Color': 'c6efce_006100', 'Image_Path': 'D:/Python/python3/文物识别批量测试/8.6日拍摄测试样本照片（批处理）/0/IMG_20190807_122022_1.jpg'}
